Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1709155931079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155931329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155931579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155931829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155932079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155932329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155932579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155932829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155933079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155933329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,12.8571,7,0,0.1,2,0,0,36.2162,31,,0,0,,0,0,0,1
1709155933579,1,1010123456002,71,,1,0,9,1,0,,12,8,0,0.004672,2,0,14.6667,,12.8571,7,0,0.1,2,0,0,35.786,31,,6,6,,0,0,0,1
1709155933829,1,1010123456002,71,,1,0,9,1,0,,0,3,0,0.002336,1,0,14.7143,,12.8571,14,0,0.1,4,0,0,36.2056,31,,3,3,,0,0,0,1
1709155934079,1,1010123456002,71,,1,0,6,1,0,,12,4,0,0.002336,1,0,14.5,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155934329,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.8333,,12.8571,7,0,0.1,2,0,0,35.6495,31,,3,3,,0,0,0,1
1709155934579,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0,0,0,14.8333,,12.8571,7,0,0.1,2,0,0,36.4615,31,,3,3,,0,0,0,1
1709155934829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0.002336,1,0,14.7143,,13.6364,11,0,0.1,3,0,0,34.7145,31,,0,0,,0,0,0,1
1709155935079,1,1010123456002,71,,1,0,6,1,0,,12,4,0,0.002336,1,0,14.5,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155935329,1,1010123456002,71,,1,0,6,1,0,,12,4,0,0.002336,1,0,14.8333,,12.8571,7,0,0.1,2,0,0,35.5322,31,,3,3,,0,0,0,1
1709155935579,1,1010123456002,71,,1,0,6,1,0,,12,4,0,0.002336,1,0,14.8333,,12.8571,7,0,0.1,2,0,0,37.0398,31,,3,3,,0,0,0,1
1709155935829,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.001824,1,0,15,,13.7143,7,0,0.1,2,0,0,35.6719,31,,2,3,,0,0,0,1
1709155936079,1,1010123456002,71,,1,0,6,1,0,,13.186,43,0,0.06656,12,0,14.8333,,13.12,25,0,0.1,7,0,0,36.0443,31,,287,69,,0,0,0,1
1709155936329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155936579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155936829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155937079,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.8333,,12.8571,7,0,0.1,2,0,0,36.1489,31,,3,3,,0,0,0,1
1709155937329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155937579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,13.7143,7,0,0.1,2,0,0,35.1274,31,,0,0,,0,0,0,1
1709155937829,1,1010123456002,71,,1,0,6,1,0,,10.5714,7,0,0.0072,2,0,14.7143,,12.8571,7,0,0.1,2,0,0,36.2008,31,,8,9,,0,0,0,1
1709155938079,1,1010123456002,71,,1,0,6,1,0,,0,6,0,0.00384,2,0,15,,15.8205,39,0,0.577312,11,0,0,31.5944,31,,4,6,,0,0,0,1
1709155938329,1,1010123456002,71,,1,0,6,1,0,,13.688,125,0,0.21504,36,0,14.8333,,14.5714,14,0,0.1,4,0,0,35.3554,31,,1580,219,,0,0,0,1
1709155938579,1,1010123456002,71,,1,0,6,1,0,,0,6,0,0.005568,2,0,14.6667,,15.4667,15,0,0.159808,4,0,0,32.4686,31,,6,9,,0,0,0,1
1709155938829,1,1010123456002,71,,1,0,6,1,0,,12.6667,15,0,0.018816,4,0,14.5714,,12.6429,14,0,0.1,4,0,0,35.9053,31,,34,21,,0,0,0,1
1709155939079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155939329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155939579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155939829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8571,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155940079,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155940329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155940579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155940829,1,1010123456002,71,,1,0,9,1,0,,13.8095,21,0,0.051008,6,0,14.7143,,12.4286,7,0,0.1,2,0,0,35.7077,31,,143,51,,0,0,0,1
1709155941079,1,1010123456002,71,,1,0,9,1,0,,14,24,0,0.06384,7,0,14.8333,,15,7,0,0.1,2,0,0,36.1064,31,,218,63,,0,0,0,1
1709155941329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155941579,1,1010123456002,71,,1,0,6,1,0,,13.5333,45,0,0.110752,13,0,14.6667,,15.8205,39,0,0.577312,11,0,0,31.3231,31,,483,111,,0,0,0,1
1709155941829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155942079,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.3333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155942329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.3333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155942579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155942829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155943079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,12.8571,7,0,0.1,2,0,0,34.7623,31,,0,0,,0,0,0,1
1709155943329,1,1010123456002,71,,1,0,9,1,0,,12,7,0,0.004672,2,0,14.5,,12.8571,7,0,0.1,2,0,0,35.653,31,,6,6,,0,0,0,1
1709155943579,1,1010123456002,71,,1,0,9,1,0,,0,3,0,0.002336,1,0,14.6667,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155943829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.4286,,12.8571,14,0,0.1,4,0,0,36.1787,31,,0,0,,0,0,0,1
1709155944079,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.8333,,15,4,0,0.1,1,0,0,34.6596,31,,3,3,,0,0,0,1
1709155944329,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.8333,,0,3,0,0.1,1,0,0,0,0,,3,3,,0,0,0,0
1709155944579,1,1010123456002,71,,1,0,6,1,0,,12,4,0,0.002336,1,0,14.6667,,12.8571,7,0,0.1,2,0,0,35.1387,31,,3,3,,0,0,0,1
1709155944829,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.5714,,12.8571,7,0,0.1,2,0,0,36.6103,31,,3,3,,0,0,0,1
1709155945079,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,12.8571,7,0,0.1,2,0,0,36.0059,31,,0,0,,0,0,0,1
1709155945329,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.8333,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155945579,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.6667,,12.8571,7,0,0.1,2,0,0,35.7668,31,,3,3,,0,0,0,1
1709155945829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155946079,1,1010123456002,71,,1,0,6,1,0,,0,3,0,0.002336,1,0,14.6667,,12.8571,7,0,0.1,2,0,0,35.1711,31,,3,3,,0,0,0,1
1709155946329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155946579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155946829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.7143,,12.8571,7,0,0.1,2,0,0,35.165,31,,0,0,,0,0,0,1
1709155947079,1,1010123456002,71,,1,0,6,1,0,,12,4,0,0.002336,1,0,14.8333,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155947329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155947579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155947829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8571,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155948079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155948329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155948579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,12.8571,7,0,0.1,2,0,0,36.2597,31,,0,0,,0,0,0,1
1709155948829,1,1010123456002,71,,1,0,9,1,0,,12.8125,32,0,0.063008,9,0,14.5714,,15,7,0,0.1,2,0,0,35.5932,31,,200,66,,0,0,0,1
1709155949079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155949329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155949579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155949829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155950079,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155950329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155950579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155950829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155951079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155951329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155951579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155951829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155952079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155952329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155952579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155952829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
